Pulse,Temperature,Time,Place,Outcome
110,37,15:00,Home,Lose
103,37.7,19:00,Not Home,Lose
60,39.3,2:00,Not Home,Lose
68,36.4,3:00,Home,Win
105,38.9,20:00,Home,Win
70,36.4,18:00,Not Home,Win
70,35.8,13:00,Home,Win
85,36.2,15:00,Not Home,Win
110,36.6,10:00,Not Home,Lose
95,36.1,17:00,Not Home,Win
59,38.9,3:00,Not Home,Lose
115,35.6,19:00,Home,Lose
57,36.1,21:00,Home,Win
104,36.9,14:00,Home,Win
65,36,18:00,Not Home,Win
81,36,21:00,Home,Win
51,36,11:00,Not Home,Win
59,38.4,6:00,Not Home,Lose
60,35.7,7:00,Home,Win
103,39.4,16:00,Home,Win
65,37.1,4:00,Home,Win
61,37.8,1:00,Not Home,Lose
101,36.6,20:00,Not Home,Win
85,38,15:00,Not Home,Lose
64,36.4,18:00,Not Home,Win
76,36.6,2:00,Home,Win
51,36.3,16:00,Not Home,Win
91,38.9,15:00,Home,Win
104,35.1,13:00,Home,Win
77,37.1,6:00,Home,Win
96,37.1,11:00,Not Home,Win
102,37.5,20:00,Not Home,Win
65,38.9,23:00,Not Home,Lose
99,38.5,13:00,Home,Win
71,39.2,16:00,Home,Win
109,36.2,15:00,Not Home,Win
90,37.1,4:00,Home,Win
65,38.8,15:00,Not Home,Lose
69,35.7,5:00,Not Home,Lose
62,36.3,1:00,Home,Win
51,38,23:00,Home,Win
83,36.9,16:00,Home,Win
111,36.6,16:00,Home,Lose
117,35.5,5:00,Home,Lose
75,36.4,4:00,Not Home,Lose
69,37.8,1:00,Home,Win
93,38.9,5:00,Home,Lose
116,37.5,12:00,Not Home,Lose
73,39.3,19:00,Home,Win
102,37.3,1:00,Home,Win
79,36.5,16:00,Home,Win
64,36,8:00,Not Home,Lose
103,37.9,23:00,Home,Win
116,37,5:00,Home,Lose
89,36.4,10:00,Not Home,Win
70,35.9,21:00,Home,Win
78,36.3,8:00,Home,Win
113,37.6,13:00,Home,Lose
100,38.7,7:00,Home,Lose
110,37.3,14:00,Not Home,Lose
96,35.7,18:00,Home,Win
68,37,22:00,Not Home,Win
76,37.1,4:00,Home,Win
58,38.4,17:00,Not Home,Lose
113,39.5,14:00,Not Home,Lose
118,37.9,11:00,Home,Lose
83,37.2,5:00,Home,Win
58,39.1,3:00,Home,Lose
57,35.1,16:00,Home,Win
100,36.1,22:00,Home,Win
90,37.7,0:00,Home,Win
53,35.6,4:00,Not Home,Lose
93,36,7:00,Home,Win
117,35.5,5:00,Home,Lose
107,39.2,2:00,Home,Lose
86,35.6,20:00,Home,Win
74,38.9,13:00,Home,Win
53,36.3,16:00,Not Home,Win
76,36.9,3:00,Home,Win
108,39.4,13:00,Home,Win
63,36.8,4:00,Home,Win
83,37.7,12:00,Home,Win
69,37.4,9:00,Home,Win
105,37.6,21:00,Home,Win
66,39,5:00,Home,Lose
113,38.5,10:00,Home,Lose
55,37.3,10:00,Home,Win
111,37.2,19:00,Home,Lose
61,38.4,21:00,Not Home,Lose
79,36.9,18:00,Not Home,Win
83,36.3,2:00,Not Home,Lose
79,35.3,3:00,Home,Win
56,37.6,6:00,Home,Win
97,38.5,19:00,Not Home,Lose
108,37.3,16:00,Not Home,Win
80,35.9,12:00,Not Home,Win
98,36.4,17:00,Home,Win
50,36.5,19:00,Not Home,Win
60,35.5,19:00,Not Home,Win
67,36.2,12:00,Home,Win
65,35.6,5:00,Not Home,Lose
116,36.5,11:00,Not Home,Lose
93,39.1,4:00,Not Home,Lose
77,35.3,13:00,Not Home,Win
90,38.5,10:00,Not Home,Lose
99,36.8,9:00,Not Home,Lose
66,38.6,7:00,Not Home,Lose
54,39.1,22:00,Not Home,Lose
58,37.7,5:00,Home,Win
99,38.9,13:00,Home,Win
70,35.8,9:00,Not Home,Lose
102,37.9,6:00,Not Home,Lose
80,36,18:00,Not Home,Win
109,38.3,0:00,Home,Lose
72,38.8,12:00,Not Home,Lose
81,36.6,21:00,Not Home,Win
110,38.8,3:00,Home,Lose
71,35.8,8:00,Not Home,Lose
75,38.7,6:00,Not Home,Lose
106,38.4,17:00,Home,Win
114,36.3,10:00,Home,Lose
116,36.3,23:00,Home,Lose
50,36.4,20:00,Home,Win
107,36,12:00,Not Home,Win
92,37.5,0:00,Not Home,Lose
109,38.9,12:00,Home,Win
78,37.8,1:00,Not Home,Lose
63,39.2,20:00,Home,Win
108,37.7,0:00,Home,Win
60,39.5,13:00,Not Home,Lose
111,35,13:00,Not Home,Lose
103,39.5,8:00,Home,Lose
80,39.4,17:00,Home,Win
113,36.5,17:00,Home,Lose
53,37.4,0:00,Not Home,Lose
91,36.8,21:00,Home,Win
76,39.4,18:00,Not Home,Lose
102,36.9,23:00,Home,Win
116,37.4,23:00,Not Home,Lose
72,38.1,18:00,Not Home,Lose
69,39.5,19:00,Home,Win
115,35.4,12:00,Not Home,Lose
93,35.9,15:00,Not Home,Win
59,36.1,2:00,Not Home,Lose
87,37.7,20:00,Not Home,Lose
86,35.1,12:00,Home,Win
119,36.7,5:00,Not Home,Lose
63,37.3,11:00,Home,Win
59,35,5:00,Not Home,Lose
99,38.7,0:00,Home,Lose
111,38.1,2:00,Not Home,Lose
72,36,19:00,Not Home,Win
54,37,21:00,Home,Win
70,35.2,0:00,Home,Win
70,37.7,0:00,Not Home,Lose
73,37.2,1:00,Not Home,Lose
99,35.2,12:00,Not Home,Win
81,39.4,22:00,Not Home,Lose
59,36.2,15:00,Not Home,Win
80,35.8,7:00,Home,Win
53,37.5,18:00,Home,Win
65,35.4,17:00,Not Home,Win
99,36.6,8:00,Not Home,Lose
61,36.9,19:00,Not Home,Win
96,36.3,8:00,Home,Win
99,38.8,21:00,Home,Win
87,37.3,6:00,Home,Win
116,38.8,11:00,Home,Lose
59,37.7,9:00,Not Home,Lose
63,35.6,5:00,Home,Win
69,36.8,9:00,Not Home,Lose
92,35,22:00,Home,Win
92,35.2,11:00,Home,Win
93,39.3,7:00,Home,Lose
59,35.1,5:00,Home,Win
50,36.5,8:00,Home,Win
88,38.4,20:00,Not Home,Lose
53,37.4,18:00,Home,Win
97,39.3,6:00,Not Home,Lose
103,35.6,2:00,Home,Win
74,36.5,23:00,Home,Win
59,39.3,13:00,Not Home,Lose
109,37.9,16:00,Not Home,Lose
115,35.9,14:00,Home,Lose
63,38,23:00,Not Home,Lose
97,39.6,23:00,Home,Lose
100,38.9,21:00,Home,Win
69,36,21:00,Not Home,Win
97,36.1,9:00,Not Home,Lose
74,39.2,21:00,Not Home,Lose
90,35.3,11:00,Not Home,Win
68,37.2,21:00,Home,Win
101,37,5:00,Home,Win
86,37.7,9:00,Not Home,Lose
65,38.3,17:00,Home,Win
89,38.6,5:00,Home,Lose
90,39.1,18:00,Home,Win
117,39.2,11:00,Not Home,Lose
54,37.6,22:00,Not Home,Win
89,37.5,21:00,Not Home,Win
86,37.8,6:00,Home,Win
60,38.5,19:00,Not Home,Lose
79,35.6,1:00,Home,Win
88,38.5,2:00,Home,Lose
78,35,5:00,Home,Win
76,35.7,7:00,Not Home,Lose
69,37.3,19:00,Not Home,Win
64,37.7,1:00,Not Home,Lose
77,38.6,12:00,Not Home,Lose
105,38.9,13:00,Not Home,Lose
100,36.2,19:00,Home,Win
85,36.2,8:00,Not Home,Lose
84,35.7,18:00,Home,Win
82,35.6,13:00,Home,Win
106,39.3,7:00,Home,Lose
80,37.5,12:00,Not Home,Win
57,39.3,0:00,Home,Lose
111,38.5,2:00,Home,Lose
94,38.7,7:00,Not Home,Lose
100,36.2,19:00,Home,Win
50,36.3,2:00,Home,Win
52,36.1,21:00,Home,Win
92,35.3,19:00,Home,Win
77,37.7,23:00,Home,Win
88,38.8,11:00,Not Home,Lose
84,36.3,2:00,Not Home,Lose
75,39.5,16:00,Home,Win
85,36,6:00,Not Home,Lose
67,36.3,3:00,Not Home,Lose
62,38.9,2:00,Not Home,Lose
104,35.7,8:00,Not Home,Lose
65,35.2,8:00,Not Home,Lose
64,38.1,6:00,Not Home,Lose
65,37.4,0:00,Home,Win
57,36.6,20:00,Home,Win
89,37.5,15:00,Home,Win
110,38.6,10:00,Not Home,Lose
77,37,15:00,Home,Win
102,36.3,12:00,Not Home,Win
61,36.5,10:00,Home,Win
103,38.8,18:00,Not Home,Lose
52,38.9,0:00,Not Home,Lose
114,37.9,11:00,Home,Lose
88,36.2,9:00,Home,Win
79,37.7,0:00,Home,Win
104,35.4,19:00,Not Home,Win
68,36.4,16:00,Not Home,Win
90,38.8,5:00,Home,Lose
89,38.1,8:00,Not Home,Lose
77,39.1,9:00,Home,Lose
75,38,19:00,Home,Win
118,38.8,1:00,Home,Lose
67,35.3,15:00,Not Home,Win
116,35.7,23:00,Not Home,Lose
84,38.1,20:00,Not Home,Lose
90,36.7,16:00,Not Home,Win
75,37.8,6:00,Not Home,Lose
74,38,21:00,Home,Win
73,38.9,22:00,Home,Win
50,35.2,14:00,Home,Win
92,36.6,22:00,Not Home,Win
99,36.3,16:00,Home,Win
76,37.8,22:00,Home,Win
50,37.2,2:00,Home,Win
73,35.9,17:00,Home,Win
74,36.3,21:00,Not Home,Win
117,39.5,11:00,Not Home,Lose
81,36.3,18:00,Home,Win
93,35.8,23:00,Home,Win
53,35.3,11:00,Home,Win
64,36.5,5:00,Home,Win
79,35.5,0:00,Not Home,Lose
52,36.2,8:00,Not Home,Lose
89,37.7,22:00,Home,Win
115,36.2,17:00,Not Home,Lose
80,38.8,7:00,Home,Lose
115,38.7,9:00,Home,Lose
82,38.1,3:00,Not Home,Lose
81,37.3,3:00,Not Home,Lose
107,35.1,6:00,Home,Win
55,36.4,4:00,Home,Win
52,37.4,0:00,Not Home,Lose
59,38.5,0:00,Home,Lose
85,35.9,10:00,Not Home,Win
91,37.1,17:00,Not Home,Win
96,38.8,21:00,Not Home,Lose
94,36.1,14:00,Not Home,Win
96,35.4,0:00,Not Home,Lose
65,36,11:00,Home,Win
110,37.9,19:00,Home,Lose
91,38,17:00,Home,Win
98,36.1,17:00,Not Home,Win
76,37.5,15:00,Not Home,Win
63,37.6,1:00,Not Home,Lose
113,38.9,14:00,Home,Lose
84,36.1,23:00,Not Home,Lose
101,35.3,11:00,Not Home,Win
118,36.1,11:00,Not Home,Lose
103,35.3,14:00,Home,Win
90,37.9,9:00,Home,Win
107,37.9,0:00,Home,Win
73,38,1:00,Not Home,Lose
75,36.6,4:00,Not Home,Lose
69,39.5,22:00,Home,Win
55,37.5,15:00,Not Home,Win
62,36.3,0:00,Home,Win
86,38.6,11:00,Not Home,Lose
61,39.5,12:00,Not Home,Lose
76,36.7,7:00,Not Home,Lose
103,39.5,6:00,Home,Lose
80,35.3,19:00,Home,Win
71,37.9,1:00,Home,Win
68,36.9,7:00,Not Home,Lose
59,36.2,8:00,Home,Win
115,35.9,4:00,Home,Lose
75,38.4,4:00,Home,Lose
90,36.6,14:00,Not Home,Win
92,38.8,9:00,Home,Lose
97,36.5,4:00,Home,Win
61,37.9,7:00,Not Home,Lose
52,38.5,1:00,Not Home,Lose
61,37.1,23:00,Not Home,Lose
110,36.3,23:00,Home,Lose
60,36.8,23:00,Not Home,Lose
86,36.4,8:00,Not Home,Lose
59,37.6,18:00,Not Home,Lose
79,37.9,12:00,Home,Win
69,38.7,4:00,Not Home,Lose
58,39.4,22:00,Not Home,Lose
84,37.1,22:00,Not Home,Win
114,35.2,0:00,Not Home,Lose
110,39.1,13:00,Home,Lose
86,38.4,23:00,Home,Lose
67,39.2,17:00,Not Home,Lose
60,35.6,23:00,Home,Win
57,38.7,17:00,Home,Win
74,38.1,11:00,Home,Win
114,38.7,14:00,Home,Lose
117,37.8,22:00,Home,Lose
107,39.5,1:00,Not Home,Lose
111,37.5,6:00,Not Home,Lose
112,38.6,12:00,Not Home,Lose
51,35.1,20:00,Home,Win
112,36.1,23:00,Not Home,Lose
116,36,23:00,Home,Lose
79,36.8,6:00,Home,Win
119,36.2,21:00,Not Home,Lose
109,35.4,23:00,Home,Win
56,39.3,14:00,Not Home,Lose
109,35.7,23:00,Home,Win
63,35.3,6:00,Home,Win
59,35.2,4:00,Not Home,Lose
56,39,16:00,Not Home,Lose
114,38.6,14:00,Not Home,Lose
118,38.1,3:00,Home,Lose
101,36.9,14:00,Not Home,Win
56,36.3,6:00,Home,Win
100,39.1,21:00,Not Home,Lose
102,35.4,13:00,Home,Win
111,39.2,12:00,Home,Lose
60,37.1,7:00,Not Home,Lose
88,38.2,13:00,Home,Win
92,35.4,7:00,Not Home,Lose
91,36.4,19:00,Home,Win
74,35.7,18:00,Not Home,Win
81,36.2,2:00,Not Home,Lose
79,38.9,0:00,Not Home,Lose
108,37.9,5:00,Home,Win
108,38,2:00,Home,Win
74,38.9,9:00,Home,Lose
83,38.6,17:00,Home,Win
89,35.2,20:00,Not Home,Win
84,36.4,3:00,Home,Win
63,35.4,23:00,Not Home,Lose
75,37.8,2:00,Not Home,Lose
114,35.8,10:00,Not Home,Lose
59,39.3,5:00,Not Home,Lose
94,38.2,7:00,Home,Lose
113,39.1,11:00,Not Home,Lose
81,38.6,11:00,Home,Win
93,36.7,5:00,Home,Win
91,39.4,2:00,Home,Lose
78,38.1,20:00,Not Home,Lose
64,35.4,8:00,Home,Win
108,38.3,8:00,Not Home,Lose
92,36.9,22:00,Home,Win
94,35.9,16:00,Home,Win
68,36.8,4:00,Not Home,Lose
54,39.3,7:00,Not Home,Lose
80,36.5,2:00,Not Home,Lose
97,35.9,18:00,Home,Win
78,36.9,3:00,Not Home,Lose
113,38.6,20:00,Home,Lose
114,39,10:00,Not Home,Lose
74,38.4,3:00,Home,Lose
92,35.7,7:00,Home,Win
113,38.4,13:00,Not Home,Lose
112,37.7,4:00,Home,Lose
70,35.8,9:00,Not Home,Lose
105,37.2,6:00,Not Home,Lose
52,37.5,4:00,Not Home,Lose
81,36.8,10:00,Not Home,Win
109,37.2,20:00,Not Home,Win
53,36.5,5:00,Home,Win
114,36.7,15:00,Not Home,Lose
96,35.1,7:00,Home,Win
112,37.6,7:00,Not Home,Lose
91,39.5,3:00,Home,Lose
116,36.2,21:00,Home,Lose
79,37.9,10:00,Home,Win
108,37.5,19:00,Home,Win
108,37.7,20:00,Not Home,Lose
68,37.9,23:00,Home,Win
101,38.4,11:00,Home,Win
68,39.4,14:00,Home,Win
105,36.5,18:00,Home,Win
77,38,8:00,Home,Win
64,36.9,17:00,Home,Win
59,37.7,19:00,Home,Win
66,38.2,23:00,Home,Lose
79,36.4,22:00,Home,Win
83,36.3,9:00,Not Home,Lose
92,35.9,3:00,Not Home,Lose
101,35.4,2:00,Home,Win
71,39.1,11:00,Not Home,Lose
78,39.4,11:00,Not Home,Lose
89,36.4,4:00,Not Home,Lose
95,37.5,3:00,Not Home,Lose
97,35.1,2:00,Not Home,Lose
62,35.5,15:00,Not Home,Win
76,35.4,19:00,Home,Win
83,35.2,21:00,Not Home,Win
56,36.5,21:00,Home,Win
92,39.3,7:00,Home,Lose
111,38.3,20:00,Not Home,Lose
97,38.5,21:00,Not Home,Lose
51,38.4,18:00,Home,Win
58,38.1,15:00,Home,Win
51,39.4,1:00,Home,Lose
80,36.7,2:00,Home,Win
98,36.8,3:00,Home,Win
110,35.3,5:00,Home,Lose
78,36.1,23:00,Not Home,Lose
69,39,13:00,Not Home,Lose
61,38.6,12:00,Home,Win
68,38.8,6:00,Not Home,Lose
117,38.2,7:00,Not Home,Lose
108,37.6,17:00,Home,Win
64,35.9,11:00,Home,Win
99,35.3,23:00,Home,Win
70,36.1,23:00,Home,Win
69,37.8,15:00,Home,Win
89,35.5,20:00,Not Home,Win
102,38.6,10:00,Not Home,Lose
73,36.8,23:00,Not Home,Lose
60,38.3,19:00,Home,Win
54,39.5,11:00,Not Home,Lose
88,35.7,7:00,Home,Win
114,38.7,20:00,Home,Lose
83,35.6,23:00,Not Home,Lose
70,36.8,1:00,Not Home,Lose
68,37.4,16:00,Home,Win
93,36.5,21:00,Home,Win
92,39.1,7:00,Home,Lose
61,37.5,5:00,Not Home,Lose
106,35.8,2:00,Not Home,Lose
80,37.4,4:00,Home,Win
68,35.7,10:00,Home,Win
66,38.8,3:00,Not Home,Lose
89,38.2,3:00,Not Home,Lose
117,37.9,13:00,Home,Lose
65,37.2,20:00,Home,Win
118,37.1,12:00,Not Home,Lose
99,36.8,19:00,Home,Win
114,38.9,11:00,Not Home,Lose
75,39.3,3:00,Not Home,Lose
99,38.9,3:00,Home,Lose
118,38.7,0:00,Not Home,Lose
78,35.3,2:00,Not Home,Lose
64,39.2,1:00,Not Home,Lose
60,38.2,0:00,Home,Lose
63,39.2,6:00,Not Home,Lose
78,38.3,2:00,Home,Lose
100,35.3,2:00,Not Home,Lose
78,35.1,16:00,Not Home,Win
119,37,3:00,Not Home,Lose
112,38.9,4:00,Not Home,Lose
69,39.4,6:00,Not Home,Lose
111,36.4,16:00,Not Home,Lose
116,37.2,14:00,Not Home,Lose
66,38.2,7:00,Home,Lose
92,38.3,20:00,Not Home,Lose
103,35.9,22:00,Not Home,Win
73,37.6,5:00,Home,Win
93,37.5,23:00,Not Home,Lose
118,37.3,12:00,Home,Lose
57,36.4,23:00,Home,Win
105,37.2,17:00,Not Home,Win
93,38.2,19:00,Not Home,Lose
90,38.6,1:00,Home,Lose
81,35.2,11:00,Home,Win
54,36.4,13:00,Not Home,Win
113,35,10:00,Not Home,Lose
61,39,2:00,Home,Lose
64,38.2,17:00,Home,Win
58,37.1,16:00,Home,Win
81,38.6,6:00,Home,Lose
51,35.5,20:00,Not Home,Win
88,38.5,13:00,Not Home,Lose
100,38,13:00,Not Home,Lose
102,36.2,11:00,Home,Win
92,35.2,9:00,Not Home,Lose
67,38.7,18:00,Home,Win
72,36.8,15:00,Not Home,Win
67,37.7,12:00,Not Home,Lose
76,38.9,21:00,Home,Win
89,37.8,15:00,Home,Win
61,38.9,8:00,Home,Lose
54,36.1,3:00,Home,Win
98,38.1,21:00,Home,Win
57,37.1,23:00,Home,Win
71,38.2,21:00,Not Home,Lose
53,36.9,8:00,Not Home,Lose
58,36.2,3:00,Not Home,Lose
54,37.2,23:00,Home,Win
94,39.1,19:00,Not Home,Lose
89,36.5,0:00,Not Home,Lose
96,37.3,3:00,Home,Win
91,36.6,12:00,Not Home,Win
117,35.5,1:00,Not Home,Lose
71,35.6,20:00,Home,Win
75,37.5,10:00,Not Home,Win
98,38.8,3:00,Home,Lose
110,39.6,14:00,Not Home,Lose
77,37.6,8:00,Home,Win
115,35.6,7:00,Home,Lose
76,36,10:00,Home,Win
112,39.1,13:00,Home,Lose
75,39.3,20:00,Home,Win
73,37.1,19:00,Home,Win
73,39.3,13:00,Not Home,Lose
84,37.8,17:00,Not Home,Win
65,37.7,22:00,Not Home,Lose
113,37.9,7:00,Home,Lose
92,35.1,4:00,Home,Win
85,38.2,10:00,Home,Win
75,39.2,20:00,Home,Win
88,39.3,23:00,Not Home,Lose
94,36.2,9:00,Not Home,Lose
72,35.2,2:00,Home,Win
66,36.5,6:00,Home,Win
92,37.5,9:00,Home,Win
56,37.5,11:00,Home,Win
91,37.9,0:00,Not Home,Lose
73,38.2,14:00,Not Home,Lose
95,36,23:00,Home,Win
117,37.6,17:00,Home,Lose
113,38.1,20:00,Home,Lose
55,36.6,17:00,Home,Win
87,38.3,7:00,Home,Lose
105,35.9,18:00,Not Home,Win
88,36.5,10:00,Home,Win
55,39,9:00,Home,Lose
105,35.9,0:00,Home,Win
96,39,0:00,Not Home,Lose
58,39.4,17:00,Home,Win
70,35.6,7:00,Home,Win
86,37.3,12:00,Home,Win
52,37.3,13:00,Home,Win
110,36,8:00,Not Home,Lose
83,35.4,7:00,Home,Win
61,39.1,5:00,Home,Lose
87,35.8,22:00,Home,Win
96,37.7,6:00,Home,Win
98,37.6,10:00,Home,Win
78,38.4,17:00,Home,Win
95,37.6,11:00,Home,Win
100,39,16:00,Not Home,Lose
69,35.6,12:00,Home,Win
101,37.2,13:00,Not Home,Win
70,39.4,8:00,Not Home,Lose
71,37.4,2:00,Home,Win
68,39.2,10:00,Not Home,Lose
96,36.5,20:00,Home,Win
78,39.1,5:00,Not Home,Lose
86,36.8,7:00,Not Home,Lose
51,37.3,4:00,Not Home,Lose
55,38.6,12:00,Home,Win
83,35.4,21:00,Not Home,Win
108,37.7,20:00,Home,Win
67,39.3,8:00,Not Home,Lose
95,37.5,3:00,Not Home,Lose
79,36.2,17:00,Not Home,Win
106,35.4,16:00,Home,Win
103,39,14:00,Not Home,Lose
117,37.6,17:00,Home,Lose
118,37.2,7:00,Home,Lose
51,36.8,21:00,Home,Win
82,35.1,2:00,Home,Win
93,38.4,19:00,Home,Win
86,36,19:00,Home,Win
68,38,17:00,Not Home,Lose
101,35.7,8:00,Not Home,Lose
115,35.5,11:00,Home,Lose
83,35.7,22:00,Home,Win
59,35.6,16:00,Not Home,Win
101,36.7,3:00,Not Home,Lose
104,38,6:00,Not Home,Lose
76,39.5,3:00,Home,Lose
109,37.4,14:00,Not Home,Win
83,37.3,14:00,Home,Win
97,37,4:00,Home,Win
92,36,9:00,Not Home,Lose
65,36.6,7:00,Not Home,Lose
81,36.1,8:00,Home,Win
53,36.4,8:00,Not Home,Lose
105,37.4,9:00,Not Home,Lose
63,36.2,12:00,Not Home,Win
63,37.6,4:00,Home,Win
106,39.3,2:00,Home,Lose
87,36.3,15:00,Home,Win
109,39.3,3:00,Home,Lose
56,35.5,15:00,Home,Win
104,38,11:00,Not Home,Lose
77,36.9,8:00,Home,Win
113,36,10:00,Not Home,Lose
117,37.5,19:00,Not Home,Lose
50,36.1,3:00,Home,Win
119,37.9,22:00,Not Home,Lose
75,35.8,2:00,Home,Win
94,38.4,5:00,Not Home,Lose
78,37.4,2:00,Not Home,Lose
88,39.3,8:00,Not Home,Lose
99,38.7,1:00,Not Home,Lose
88,37,5:00,Home,Win
117,36,20:00,Home,Lose
62,37.1,22:00,Not Home,Win
112,36.8,14:00,Not Home,Lose
110,35.2,3:00,Not Home,Lose
79,35,2:00,Not Home,Lose
110,36.6,2:00,Not Home,Lose
81,37.7,13:00,Not Home,Lose
57,39.5,3:00,Home,Lose
94,35.9,14:00,Not Home,Win
88,36.5,21:00,Home,Win
117,38.5,18:00,Home,Lose
98,36,7:00,Not Home,Lose
78,35.1,0:00,Not Home,Lose
63,36,16:00,Not Home,Win
89,39,1:00,Home,Lose
103,39.3,11:00,Not Home,Lose
81,37.9,15:00,Home,Win
115,35.6,1:00,Not Home,Lose
83,35.7,5:00,Home,Win
100,37.3,23:00,Home,Win
109,37.9,8:00,Home,Win
74,35.5,2:00,Not Home,Lose
80,37.7,2:00,Not Home,Lose
104,36.2,11:00,Not Home,Win
65,36.8,18:00,Not Home,Win
66,35,1:00,Home,Win
93,36,14:00,Home,Win
60,36.9,23:00,Home,Win
94,35.2,4:00,Not Home,Lose
52,38.7,23:00,Home,Lose
92,36.2,14:00,Home,Win
115,35.7,20:00,Not Home,Lose
52,37.2,11:00,Not Home,Win
108,36.3,19:00,Home,Win
72,35.7,22:00,Not Home,Win
104,38.1,1:00,Not Home,Lose
64,37.5,23:00,Home,Win
71,36.8,7:00,Home,Win
102,35.1,3:00,Home,Win
72,39.5,0:00,Not Home,Lose
67,35.5,19:00,Not Home,Win
64,38.8,8:00,Home,Lose
69,38.1,9:00,Not Home,Lose
101,35.2,4:00,Home,Win
103,39,23:00,Home,Lose
56,37,7:00,Home,Win
81,38.6,19:00,Not Home,Lose
74,35.6,7:00,Home,Win
54,35.4,4:00,Not Home,Lose
88,37.2,11:00,Not Home,Win
112,36.5,20:00,Home,Lose
50,37.5,3:00,Home,Win
64,38,20:00,Not Home,Lose
102,36.6,0:00,Not Home,Lose
106,39.2,14:00,Home,Win
77,35.2,2:00,Home,Win
53,35.7,9:00,Not Home,Lose
51,37.6,16:00,Home,Win
117,39.3,8:00,Home,Lose
83,39,6:00,Home,Lose
90,36.6,23:00,Home,Win
76,38.8,13:00,Home,Win
86,37.4,2:00,Not Home,Lose
78,38.3,23:00,Home,Lose
80,37.9,4:00,Not Home,Lose
87,35,23:00,Not Home,Lose
116,37.8,9:00,Home,Lose
75,36.7,22:00,Home,Win
68,35.8,12:00,Not Home,Win
116,36.4,5:00,Not Home,Lose
91,38.7,21:00,Not Home,Lose
85,39.1,12:00,Not Home,Lose
107,39.1,8:00,Not Home,Lose
92,38,12:00,Home,Win
71,37.8,1:00,Not Home,Lose
112,36.9,17:00,Home,Lose
116,35.2,21:00,Not Home,Lose
75,38.6,4:00,Not Home,Lose
90,38.1,13:00,Home,Win
109,35.2,3:00,Not Home,Lose
105,35,20:00,Not Home,Win
102,35.6,21:00,Not Home,Win
67,38,14:00,Home,Win
60,36,16:00,Not Home,Win
103,39.1,13:00,Not Home,Lose
111,36.1,8:00,Not Home,Lose
97,36.8,16:00,Home,Win
80,37.1,22:00,Not Home,Win
76,36.4,20:00,Not Home,Win
56,39.2,20:00,Home,Win
83,35.8,19:00,Not Home,Win
93,35.9,22:00,Not Home,Win
50,35.2,13:00,Not Home,Win
68,36.1,5:00,Not Home,Lose
108,37.8,8:00,Home,Win
112,36.8,2:00,Not Home,Lose
111,35.1,0:00,Home,Lose
70,38.5,2:00,Home,Lose
72,35.6,3:00,Home,Win
58,38.5,23:00,Home,Lose
62,36.6,2:00,Not Home,Lose
78,38.6,8:00,Home,Lose
60,36.3,19:00,Not Home,Win
62,38.6,7:00,Not Home,Lose
106,38.2,13:00,Home,Win
90,35,10:00,Home,Win
107,35,13:00,Not Home,Win
103,38.4,14:00,Not Home,Lose
100,39,7:00,Not Home,Lose
108,35.9,5:00,Not Home,Lose
71,35.8,10:00,Home,Win
73,37.3,14:00,Not Home,Win
61,38.9,12:00,Not Home,Lose
111,35.2,4:00,Home,Lose
87,37.3,7:00,Home,Win
65,35.7,11:00,Not Home,Win
112,39,17:00,Home,Lose
66,36.5,11:00,Not Home,Win
65,39.2,11:00,Home,Win
93,39.5,10:00,Home,Win
58,38.8,13:00,Not Home,Lose
102,38.7,5:00,Home,Lose
90,39.1,1:00,Home,Lose
105,36,10:00,Home,Win
87,39.5,14:00,Not Home,Lose
68,35.3,9:00,Not Home,Lose
117,39.3,14:00,Home,Lose
84,37.3,12:00,Home,Win
72,39.5,17:00,Not Home,Lose
92,37.3,3:00,Home,Win
108,36.4,13:00,Home,Win
109,37.4,10:00,Not Home,Win
65,38.8,0:00,Home,Lose
89,36.7,16:00,Home,Win
78,36.1,17:00,Home,Win
91,36.6,23:00,Home,Win
67,38.9,18:00,Home,Win
117,37.8,20:00,Home,Lose
106,35.7,9:00,Home,Win
80,35.4,19:00,Not Home,Win
63,38,1:00,Home,Win
51,38.4,14:00,Home,Win
79,37.5,6:00,Not Home,Lose
114,36.7,22:00,Not Home,Lose
115,35.5,10:00,Home,Lose
116,38.6,7:00,Not Home,Lose
89,38.6,2:00,Not Home,Lose
116,38,19:00,Not Home,Lose
51,38.4,18:00,Home,Win
58,35.7,9:00,Not Home,Lose
115,38.8,9:00,Not Home,Lose
72,35.7,12:00,Not Home,Win
115,37.7,17:00,Not Home,Lose
119,38.4,13:00,Home,Lose
114,36,12:00,Home,Lose
82,36.1,17:00,Home,Win
107,38,1:00,Not Home,Lose
82,38.3,8:00,Home,Lose
82,36,20:00,Not Home,Win
62,35.5,5:00,Home,Win
76,38.2,12:00,Home,Win
104,39.6,4:00,Home,Lose
71,36.9,8:00,Not Home,Lose
79,35.3,12:00,Home,Win
78,37,8:00,Home,Win
60,35.4,3:00,Home,Win
54,38.3,23:00,Home,Lose
107,35.5,0:00,Home,Win
95,35.2,1:00,Not Home,Lose
84,37.7,9:00,Home,Win
111,35.6,9:00,Home,Lose
93,39,18:00,Home,Win
65,39.1,2:00,Not Home,Lose
95,39.5,22:00,Home,Win
